date,cash,portfolio_value,positions,trades
2020-04-30,100,115355,NEWA-B.ST:9520; RATO-B.ST:9416; MEKO.ST:14261; SINT.ST:14208; BEIJ-B.ST:11417; HM-B.ST:13806; ELAN-B.ST:14421; SAAB-B.ST:14678; ELUX-B.ST:13528,
2020-05-04,100,108384,NEWA-B.ST:8645; RATO-B.ST:8972; MEKO.ST:13327; SINT.ST:13232; BEIJ-B.ST:11006; HM-B.ST:12960; ELAN-B.ST:13772; SAAB-B.ST:13751; ELUX-B.ST:12620,
2020-05-05,100,110533,NEWA-B.ST:8772; RATO-B.ST:9085; MEKO.ST:13802; SINT.ST:13754; BEIJ-B.ST:11654; HM-B.ST:12838; ELAN-B.ST:13729; SAAB-B.ST:13783; ELUX-B.ST:13017,
2020-05-06,26,109852,NEWA-B.ST:8788; RATO-B.ST:8972; MEKO.ST:13455; SINT.ST:13505; BEIJ-B.ST:11822; HM-B.ST:12874; ELAN-B.ST:13425; SAAB-B.ST:13667; BULTEN.ST:13319,SELL ELUX-B.ST 115 @ 116.37 fee 69.00; BUY BULTEN.ST 322 @ 41.36 fee 69.00
2020-05-07,26,112753,NEWA-B.ST:9106; RATO-B.ST:9472; MEKO.ST:14093; SINT.ST:13664; BEIJ-B.ST:12419; HM-B.ST:13264; ELAN-B.ST:13483; SAAB-B.ST:13673; BULTEN.ST:13553,
2020-05-08,26,112949,NEWA-B.ST:9361; RATO-B.ST:9448; MEKO.ST:13791; SINT.ST:13959; BEIJ-B.ST:12644; HM-B.ST:13426; ELAN-B.ST:13036; SAAB-B.ST:13706; BULTEN.ST:13553,
2020-05-11,26,112338,NEWA-B.ST:8995; RATO-B.ST:9311; MEKO.ST:14400; SINT.ST:14117; BEIJ-B.ST:12678; HM-B.ST:13254; ELAN-B.ST:12704; SAAB-B.ST:13479; BULTEN.ST:13374,
2020-05-12,26,112185,NEWA-B.ST:9297; RATO-B.ST:9173; MEKO.ST:14233; SINT.ST:13618; BEIJ-B.ST:12802; HM-B.ST:13380; ELAN-B.ST:12805; SAAB-B.ST:13407; BULTEN.ST:13443,
2020-05-13,24,107320,NEWA-B.ST:8581; RATO-B.ST:8810; MEKO.ST:13243; SINT.ST:13368; ELAN-B.ST:12530; SAAB-B.ST:12986; BULTEN.ST:12822; VOLV-B.ST:12553; NOTE.ST:12403,SELL BEIJ-B.ST 192 @ 66.09 fee 69.00; SELL HM-B.ST 124 @ 101.12 fee 69.00; BUY VOLV-B.ST 123 @ 102.05 fee 69.00; BUY NOTE.ST 345 @ 35.95 fee 69.00
2020-05-14,24,105164,NEWA-B.ST:8215; RATO-B.ST:8632; MEKO.ST:13282; SINT.ST:12960; ELAN-B.ST:11924; SAAB-B.ST:12568; BULTEN.ST:12409; VOLV-B.ST:12368; NOTE.ST:12783,
2020-05-15,24,105139,NEWA-B.ST:7673; RATO-B.ST:8511; MEKO.ST:12997; SINT.ST:12529; ELAN-B.ST:12386; SAAB-B.ST:12986; BULTEN.ST:12712; VOLV-B.ST:12621; NOTE.ST:12700,
2020-05-18,24,110573,NEWA-B.ST:8565; RATO-B.ST:8955; MEKO.ST:13618; SINT.ST:13005; ELAN-B.ST:12559; SAAB-B.ST:14230; BULTEN.ST:13167; VOLV-B.ST:13319; NOTE.ST:13130,
2020-05-19,24,112493,NEWA-B.ST:8374; RATO-B.ST:9052; MEKO.ST:14540; SINT.ST:13505; ELAN-B.ST:13050; SAAB-B.ST:14159; BULTEN.ST:12822; VOLV-B.ST:13473; NOTE.ST:13494,
2020-05-20,53,113421,NEWA-B.ST:8310; RATO-B.ST:9133; MEKO.ST:14359; SINT.ST:13141; ELAN-B.ST:13295; SAAB-B.ST:13718; BULTEN.ST:12891; HM-B.ST:14286; SWED-A.ST:14234,SELL VOLV-B.ST 123 @ 109.32 fee 69.00; SELL NOTE.ST 345 @ 44.58 fee 69.00; BUY HM-B.ST 136 @ 105.05 fee 69.00; BUY SWED-A.ST 192 @ 74.14 fee 69.00
2020-05-22,53,114108,NEWA-B.ST:8390; RATO-B.ST:8947; MEKO.ST:14275; SINT.ST:12937; ELAN-B.ST:13642; SAAB-B.ST:13835; BULTEN.ST:13319; HM-B.ST:14370; SWED-A.ST:14342,
2020-05-25,53,116346,NEWA-B.ST:8501; RATO-B.ST:8947; MEKO.ST:14582; SINT.ST:13278; ELAN-B.ST:14263; SAAB-B.ST:14256; BULTEN.ST:13374; HM-B.ST:14586; SWED-A.ST:14505,
2020-05-26,53,120042,NEWA-B.ST:8676; RATO-B.ST:9739; MEKO.ST:14932; SINT.ST:13959; ELAN-B.ST:14378; SAAB-B.ST:14626; BULTEN.ST:13594; HM-B.ST:14909; SWED-A.ST:15177,
2020-05-27,53,123504,NEWA-B.ST:9552; RATO-B.ST:9827; MEKO.ST:15827; SINT.ST:13959; ELAN-B.ST:14133; SAAB-B.ST:14580; BULTEN.ST:13760; HM-B.ST:15915; SWED-A.ST:15899,
2020-05-28,84,127653,NEWA-B.ST:9870; RATO-B.ST:9884; MEKO.ST:15910; SINT.ST:14866; ELAN-B.ST:14378; BULTEN.ST:15194; HM-B.ST:16276; NOTE.ST:10459; EQT.ST:10458; G5EN.ST:10273,SELL SAAB-B.ST 273 @ 55.81 fee 69.00; SELL SWED-A.ST 192 @ 85.06 fee 69.00; BUY NOTE.ST 228 @ 45.87 fee 69.00; BUY EQT.ST 77 @ 135.81 fee 69.00; BUY G5EN.ST 78 @ 131.71 fee 69.00
2020-05-29,84,127344,NEWA-B.ST:9106; RATO-B.ST:10021; MEKO.ST:17476; SINT.ST:15230; ELAN-B.ST:13656; BULTEN.ST:14587; HM-B.ST:15804; NOTE.ST:10306; EQT.ST:10787; G5EN.ST:10286,
2020-06-01,84,132563,NEWA-B.ST:9616; RATO-B.ST:10385; MEKO.ST:19294; SINT.ST:15684; ELAN-B.ST:13786; BULTEN.ST:15304; HM-B.ST:16454; NOTE.ST:10175; EQT.ST:11110; G5EN.ST:10673,
2020-06-02,84,135704,NEWA-B.ST:10412; RATO-B.ST:10360; MEKO.ST:19224; SINT.ST:15252; ELAN-B.ST:14205; BULTEN.ST:16269; HM-B.ST:17110; NOTE.ST:10339; EQT.ST:11421; G5EN.ST:11028,
2020-06-03,84,140971,NEWA-B.ST:11462; RATO-B.ST:10805; MEKO.ST:19434; SINT.ST:15116; ELAN-B.ST:16255; BULTEN.ST:16407; HM-B.ST:17477; NOTE.ST:10557; EQT.ST:11617; G5EN.ST:11758,
2020-06-04,12,142482,NEWA-B.ST:11430; RATO-B.ST:10853; MEKO.ST:20245; SINT.ST:14957; ELAN-B.ST:16486; EQT.ST:12305; G5EN.ST:11689; AZN.ST:14876; SOBI.ST:14852; NIBE-B.ST:14776,SELL BULTEN.ST 322 @ 51.72 fee 69.00; SELL HM-B.ST 136 @ 127.98 fee 69.00; SELL NOTE.ST 228 @ 47.31 fee 69.00; BUY AZN.ST 15 @ 991.75 fee 69.00; BUY SOBI.ST 78 @ 190.41 fee 69.00; BUY NIBE-B.ST 285 @ 51.85 fee 69.00
2020-06-05,12,144437,NEWA-B.ST:11972; RATO-B.ST:11184; MEKO.ST:19797; SINT.ST:15615; ELAN-B.ST:16746; EQT.ST:13195; G5EN.ST:12082; AZN.ST:14820; SOBI.ST:14409; NIBE-B.ST:14605,
2020-06-08,12,144353,NEWA-B.ST:11908; RATO-B.ST:11047; MEKO.ST:20133; SINT.ST:15025; ELAN-B.ST:17323; EQT.ST:12891; G5EN.ST:13249; AZN.ST:14422; SOBI.ST:14334; NIBE-B.ST:14009,
2020-06-09,12,143361,NEWA-B.ST:11494; RATO-B.ST:11055; MEKO.ST:19853; SINT.ST:14935; ELAN-B.ST:17005; EQT.ST:12192; G5EN.ST:13949; AZN.ST:14466; SOBI.ST:14528; NIBE-B.ST:13872,
2020-06-10,12,141901,NEWA-B.ST:11080; RATO-B.ST:10829; MEKO.ST:18958; SINT.ST:14889; ELAN-B.ST:16717; EQT.ST:11900; G5EN.ST:13874; AZN.ST:14781; SOBI.ST:14975; NIBE-B.ST:13886,
2020-06-11,23,134604,NEWA-B.ST:10316; RATO-B.ST:10054; MEKO.ST:18259; ELAN-B.ST:15418; EQT.ST:11248; G5EN.ST:13003; SOBI.ST:14640; EMBRAC-B.ST:13771; BULTEN.ST:13923; NOTE.ST:13950,SELL SINT.ST 140 @ 102.78 fee 69.00; SELL AZN.ST 15 @ 962.04 fee 69.00; SELL NIBE-B.ST 285 @ 46.49 fee 69.00; BUY EMBRAC-B.ST 39 @ 353.10 fee 69.00; BUY BULTEN.ST 294 @ 47.36 fee 69.00; BUY NOTE.ST 333 @ 41.89 fee 69.00
2020-06-12,23,133637,NEWA-B.ST:10555; RATO-B.ST:9989; MEKO.ST:18050; ELAN-B.ST:15187; EQT.ST:11026; G5EN.ST:12618; SOBI.ST:14517; EMBRAC-B.ST:13683; BULTEN.ST:13721; NOTE.ST:14270,
2020-06-15,23,135778,NEWA-B.ST:10666; RATO-B.ST:9949; MEKO.ST:18539; ELAN-B.ST:14984; EQT.ST:11379; G5EN.ST:12902; SOBI.ST:15035; EMBRAC-B.ST:13829; BULTEN.ST:13595; NOTE.ST:14876,
2020-06-16,23,138024,NEWA-B.ST:10730; RATO-B.ST:10086; MEKO.ST:19014; ELAN-B.ST:15129; EQT.ST:11660; G5EN.ST:13041; SOBI.ST:15385; EMBRAC-B.ST:13982; BULTEN.ST:14099; NOTE.ST:14876,
2020-06-17,23,141316,NEWA-B.ST:10571; RATO-B.ST:9908; MEKO.ST:18888; ELAN-B.ST:15562; EQT.ST:11598; G5EN.ST:12977; SOBI.ST:15638; EMBRAC-B.ST:14526; BULTEN.ST:14099; NOTE.ST:17526,
2020-06-18,40,139543,NEWA-B.ST:10491; RATO-B.ST:10223; MEKO.ST:18455; ELAN-B.ST:15129; EQT.ST:11820; G5EN.ST:12725; EMBRAC-B.ST:14110; NOTE.ST:16951; PCELL.ST:14830; NIBE-B.ST:14769,SELL SOBI.ST 78 @ 204.41 fee 69.00; SELL BULTEN.ST 294 @ 47.44 fee 69.00; BUY PCELL.ST 50 @ 296.60 fee 69.00; BUY NIBE-B.ST 299 @ 49.39 fee 69.00
2020-06-22,40,138933,NEWA-B.ST:10252; RATO-B.ST:9973; MEKO.ST:18371; ELAN-B.ST:14753; EQT.ST:11893; G5EN.ST:12618; EMBRAC-B.ST:14385; NOTE.ST:17717; PCELL.ST:14140; NIBE-B.ST:14790,
2020-06-23,40,141053,NEWA-B.ST:10507; RATO-B.ST:10045; MEKO.ST:18735; ELAN-B.ST:14984; EQT.ST:11601; G5EN.ST:12788; EMBRAC-B.ST:14847; NOTE.ST:17079; PCELL.ST:15470; NIBE-B.ST:14956,
2020-06-24,40,137786,NEWA-B.ST:10077; RATO-B.ST:9819; MEKO.ST:18203; ELAN-B.ST:14811; EQT.ST:11415; G5EN.ST:12340; EMBRAC-B.ST:14625; NOTE.ST:16919; PCELL.ST:14910; NIBE-B.ST:14625,
2020-06-25,40,138752,NEWA-B.ST:10014; RATO-B.ST:9957; MEKO.ST:18119; ELAN-B.ST:14984; EQT.ST:11638; G5EN.ST:12529; EMBRAC-B.ST:14918; NOTE.ST:16792; PCELL.ST:15000; NIBE-B.ST:14762,
2020-06-26,116,138306,NEWA-B.ST:9616; RATO-B.ST:9949; MEKO.ST:17952; EQT.ST:11641; G5EN.ST:12725; EMBRAC-B.ST:15327; NOTE.ST:16600; PCELL.ST:14640; NIBE-B.ST:14855; SOBI.ST:14886,SELL ELAN-B.ST 345 @ 43.77 fee 69.00; BUY SOBI.ST 71 @ 209.66 fee 69.00
2020-06-29,116,138092,NEWA-B.ST:9886; RATO-B.ST:9916; MEKO.ST:18259; EQT.ST:11696; G5EN.ST:12327; EMBRAC-B.ST:14888; NOTE.ST:16440; PCELL.ST:15180; NIBE-B.ST:14747; SOBI.ST:14635,
2020-06-30,116,139430,NEWA-B.ST:9902; RATO-B.ST:10062; MEKO.ST:18455; EQT.ST:12181; G5EN.ST:12233; EMBRAC-B.ST:15274; NOTE.ST:16536; PCELL.ST:15280; NIBE-B.ST:14798; SOBI.ST:14594,
2020-07-01,116,140100,NEWA-B.ST:9886; RATO-B.ST:10134; MEKO.ST:18455; EQT.ST:12090; G5EN.ST:12428; EMBRAC-B.ST:15561; NOTE.ST:16568; PCELL.ST:15380; NIBE-B.ST:14826; SOBI.ST:14655,
2020-07-02,116,144114,NEWA-B.ST:9759; RATO-B.ST:10191; MEKO.ST:18721; EQT.ST:12826; G5EN.ST:13179; EMBRAC-B.ST:16023; NOTE.ST:17111; PCELL.ST:16320; NIBE-B.ST:15085; SOBI.ST:14784,
2020-07-03,20,144385,NEWA-B.ST:9902; RATO-B.ST:10207; MEKO.ST:18805; EQT.ST:12909; G5EN.ST:12864; NOTE.ST:17239; NIBE-B.ST:15013; SOBI.ST:14791; ELAN-B.ST:16387; HUSQ-B.ST:16248,SELL EMBRAC-B.ST 39 @ 408.60 fee 69.00; SELL PCELL.ST 50 @ 337.60 fee 69.00; BUY ELAN-B.ST 366 @ 44.77 fee 69.00; BUY HUSQ-B.ST 254 @ 63.97 fee 69.00
2020-07-06,20,147148,NEWA-B.ST:9902; RATO-B.ST:10813; MEKO.ST:19294; EQT.ST:13441; G5EN.ST:12422; NOTE.ST:18484; NIBE-B.ST:15315; SOBI.ST:14710; ELAN-B.ST:16325; HUSQ-B.ST:16423,
2020-07-07,20,147169,NEWA-B.ST:9918; RATO-B.ST:10708; MEKO.ST:19182; EQT.ST:13401; G5EN.ST:12327; NOTE.ST:18515; NIBE-B.ST:15509; SOBI.ST:14730; ELAN-B.ST:16448; HUSQ-B.ST:16410,
2020-07-08,20,146982,NEWA-B.ST:9838; RATO-B.ST:10829; MEKO.ST:18930; EQT.ST:13299; G5EN.ST:12214; NOTE.ST:19218; NIBE-B.ST:15329; SOBI.ST:14411; ELAN-B.ST:16478; HUSQ-B.ST:16414,
2020-07-09,20,148612,NEWA-B.ST:9886; RATO-B.ST:10611; MEKO.ST:18944; EQT.ST:13230; G5EN.ST:12365; NOTE.ST:19345; NIBE-B.ST:15315; SOBI.ST:14269; ELAN-B.ST:17765; HUSQ-B.ST:16861,
2020-07-10,59,148378,NEWA-B.ST:10061; RATO-B.ST:10683; EQT.ST:13438; G5EN.ST:12435; NOTE.ST:19218; NIBE-B.ST:15171; HUSQ-B.ST:17022; HEXA-B.ST:25243; BEIJ-B.ST:25048,SELL MEKO.ST 310 @ 61.79 fee 69.00; SELL SOBI.ST 71 @ 198.48 fee 69.00; SELL ELAN-B.ST 366 @ 47.62 fee 69.00; BUY HEXA-B.ST 323 @ 78.15 fee 69.00; BUY BEIJ-B.ST 287 @ 87.28 fee 69.00
2020-07-13,59,151863,NEWA-B.ST:10205; RATO-B.ST:10869; EQT.ST:13736; G5EN.ST:12712; NOTE.ST:20590; NIBE-B.ST:15380; HUSQ-B.ST:17286; HEXA-B.ST:25656; BEIJ-B.ST:25370,
2020-07-14,59,153703,NEWA-B.ST:10014; RATO-B.ST:10877; EQT.ST:13412; G5EN.ST:12498; NOTE.ST:21389; NIBE-B.ST:15222; HUSQ-B.ST:17150; HEXA-B.ST:26545; BEIJ-B.ST:26539,
2020-07-15,59,158754,NEWA-B.ST:10141; RATO-B.ST:11039; EQT.ST:14228; G5EN.ST:12245; NOTE.ST:21197; NIBE-B.ST:15380; HUSQ-B.ST:17741; HEXA-B.ST:26747; BEIJ-B.ST:29977,
2020-07-16,59,161009,NEWA-B.ST:12004; RATO-B.ST:11281; EQT.ST:13773; G5EN.ST:12365; NOTE.ST:21069; NIBE-B.ST:15531; HUSQ-B.ST:16844; HEXA-B.ST:26701; BEIJ-B.ST:31382,
2020-07-17,62,163156,NEWA-B.ST:11781; RATO-B.ST:12961; EQT.ST:14403; G5EN.ST:12485; NOTE.ST:21293; NIBE-B.ST:15502; HUSQ-B.ST:17022; HEXA-B.ST:26389; MEKO.ST:31258,SELL BEIJ-B.ST 287 @ 109.40 fee 69.00; BUY MEKO.ST 477 @ 65.53 fee 69.00
2020-07-20,62,164646,NEWA-B.ST:11733; RATO-B.ST:12920; EQT.ST:14462; G5EN.ST:12517; NOTE.ST:22027; NIBE-B.ST:15631; HUSQ-B.ST:17069; HEXA-B.ST:27031; MEKO.ST:31194,
2020-07-21,62,163279,NEWA-B.ST:11844; RATO-B.ST:12985; EQT.ST:14567; G5EN.ST:12226; NOTE.ST:21740; NIBE-B.ST:15531; HUSQ-B.ST:16852; HEXA-B.ST:26967; MEKO.ST:30505,
2020-07-22,62,165842,NEWA-B.ST:12211; RATO-B.ST:12944; EQT.ST:15660; G5EN.ST:12195; NOTE.ST:22346; NIBE-B.ST:15710; HUSQ-B.ST:17120; HEXA-B.ST:26830; MEKO.ST:30763,
2020-07-23,62,166261,NEWA-B.ST:12099; RATO-B.ST:13033; EQT.ST:16185; G5EN.ST:12113; NOTE.ST:21963; NIBE-B.ST:15804; HUSQ-B.ST:17639; HEXA-B.ST:26729; MEKO.ST:30634,
2020-07-24,28,162411,NEWA-B.ST:11876; EQT.ST:14997; G5EN.ST:11791; NOTE.ST:21389; NIBE-B.ST:15523; HUSQ-B.ST:17252; HEXA-B.ST:26252; INVE-B.ST:43304,SELL RATO-B.ST 476 @ 27.16 fee 69.00; SELL MEKO.ST 477 @ 64.04 fee 69.00; BUY INVE-B.ST 363 @ 119.29 fee 69.00
2020-07-27,28,164023,NEWA-B.ST:11876; EQT.ST:14961; G5EN.ST:12119; NOTE.ST:20910; NIBE-B.ST:15667; HUSQ-B.ST:17967; HEXA-B.ST:26976; INVE-B.ST:43519,
2020-07-28,28,162691,NEWA-B.ST:11733; EQT.ST:15187; G5EN.ST:11999; NOTE.ST:20175; NIBE-B.ST:15416; HUSQ-B.ST:17865; HEXA-B.ST:26986; INVE-B.ST:43304,
2020-07-29,28,164125,NEWA-B.ST:11876; EQT.ST:15376; G5EN.ST:12245; NOTE.ST:20622; NIBE-B.ST:15567; HUSQ-B.ST:18035; HEXA-B.ST:26775; INVE-B.ST:43602,
2020-07-30,28,160221,NEWA-B.ST:11542; EQT.ST:14545; G5EN.ST:11999; NOTE.ST:20112; NIBE-B.ST:15135; HUSQ-B.ST:17971; HEXA-B.ST:26298; INVE-B.ST:42591,
2020-07-31,132,160910,NEWA-B.ST:11542; EQT.ST:14939; G5EN.ST:12738; NOTE.ST:20144; NIBE-B.ST:15092; HUSQ-B.ST:17758; HEXA-B.ST:26087; EMBRAC-B.ST:21143; MEKO.ST:21336,SELL INVE-B.ST 363 @ 117.88 fee 69.00; BUY EMBRAC-B.ST 50 @ 422.85 fee 69.00; BUY MEKO.ST 319 @ 66.88 fee 69.00
2020-08-03,132,166359,NEWA-B.ST:11653; EQT.ST:15471; G5EN.ST:14429; NOTE.ST:20590; NIBE-B.ST:15502; HUSQ-B.ST:18247; HEXA-B.ST:26848; EMBRAC-B.ST:22020; MEKO.ST:21465,
2020-08-04,132,167067,NEWA-B.ST:12258; EQT.ST:15376; G5EN.ST:15464; NOTE.ST:20080; NIBE-B.ST:15373; HUSQ-B.ST:18192; HEXA-B.ST:26609; EMBRAC-B.ST:21915; MEKO.ST:21667,
2020-08-05,132,171712,NEWA-B.ST:13484; EQT.ST:15624; G5EN.ST:16474; NOTE.ST:20590; NIBE-B.ST:15610; HUSQ-B.ST:18315; HEXA-B.ST:27068; EMBRAC-B.ST:22200; MEKO.ST:22213,
2020-08-06,132,172206,NEWA-B.ST:13484; EQT.ST:15842; G5EN.ST:17055; NOTE.ST:20527; NIBE-B.ST:15969; HUSQ-B.ST:18401; HEXA-B.ST:26885; EMBRAC-B.ST:22057; MEKO.ST:21854,
2020-08-07,23,175097,NEWA-B.ST:13214; EQT.ST:16207; G5EN.ST:18040; NOTE.ST:21612; NIBE-B.ST:16206; HUSQ-B.ST:18452; HEXA-B.ST:27297; MEKO.ST:21696; RATO-B.ST:22351,SELL EMBRAC-B.ST 50 @ 447.60 fee 69.00; BUY RATO-B.ST 825 @ 27.09 fee 69.00
2020-08-10,23,174586,NEWA-B.ST:13245; EQT.ST:16032; G5EN.ST:17989; NOTE.ST:21293; NIBE-B.ST:16156; HUSQ-B.ST:18575; HEXA-B.ST:26830; MEKO.ST:21883; RATO-B.ST:22561,
2020-08-11,23,177278,NEWA-B.ST:13675; EQT.ST:15689; G5EN.ST:18305; NOTE.ST:21197; NIBE-B.ST:16666; HUSQ-B.ST:18792; HEXA-B.ST:27499; MEKO.ST:22156; RATO-B.ST:23275,
2020-08-12,23,178064,NEWA-B.ST:13548; EQT.ST:15770; G5EN.ST:17863; NOTE.ST:21708; NIBE-B.ST:16918; HUSQ-B.ST:18809; HEXA-B.ST:27463; MEKO.ST:22717; RATO-B.ST:23247,
2020-08-13,23,184027,NEWA-B.ST:13516; EQT.ST:15923; G5EN.ST:23241; NOTE.ST:21804; NIBE-B.ST:17212; HUSQ-B.ST:18715; HEXA-B.ST:27518; MEKO.ST:22731; RATO-B.ST:23345,
2020-08-14,26,180211,NEWA-B.ST:13436; G5EN.ST:22218; NOTE.ST:21229; NIBE-B.ST:16875; HUSQ-B.ST:18281; HEXA-B.ST:26995; MEKO.ST:22918; RATO-B.ST:23289; SAAB-B.ST:14944,SELL EQT.ST 77 @ 195.90 fee 69.00; BUY SAAB-B.ST 225 @ 66.42 fee 69.00
2020-08-17,26,184343,NEWA-B.ST:13787; G5EN.ST:23531; NOTE.ST:22570; NIBE-B.ST:17198; HUSQ-B.ST:18877; HEXA-B.ST:27408; MEKO.ST:22674; RATO-B.ST:23303; SAAB-B.ST:14970,
2020-08-18,26,183729,NEWA-B.ST:13166; G5EN.ST:23152; NOTE.ST:22857; NIBE-B.ST:17004; HUSQ-B.ST:19213; HEXA-B.ST:27389; MEKO.ST:23019; RATO-B.ST:23205; SAAB-B.ST:14698,
2020-08-19,26,187589,NEWA-B.ST:13245; G5EN.ST:23165; NOTE.ST:23176; NIBE-B.ST:18290; HUSQ-B.ST:19719; HEXA-B.ST:27664; MEKO.ST:24170; RATO-B.ST:23317; SAAB-B.ST:14815,
2020-08-20,26,185991,NEWA-B.ST:13866; G5EN.ST:23140; NOTE.ST:22921; NIBE-B.ST:17888; HUSQ-B.ST:19532; HEXA-B.ST:27307; MEKO.ST:23839; RATO-B.ST:22967; SAAB-B.ST:14506,
2020-08-21,20,188277,NEWA-B.ST:14153; G5EN.ST:23304; NOTE.ST:23144; NIBE-B.ST:17773; HUSQ-B.ST:19566; HEXA-B.ST:27408; MEKO.ST:25666; RATO-B.ST:22939; SOBI.ST:14305,SELL SAAB-B.ST 225 @ 64.16 fee 69.00; BUY SOBI.ST 78 @ 183.39 fee 69.00
2020-08-24,20,192177,NEWA-B.ST:14121; G5EN.ST:23468; NOTE.ST:23240; NIBE-B.ST:17953; HUSQ-B.ST:20153; HEXA-B.ST:27912; MEKO.ST:27609; RATO-B.ST:23331; SOBI.ST:14372,
2020-08-25,20,193276,NEWA-B.ST:14742; G5EN.ST:23228; NOTE.ST:23559; NIBE-B.ST:17902; HUSQ-B.ST:20204; HEXA-B.ST:27875; MEKO.ST:27896; RATO-B.ST:23429; SOBI.ST:14420,
2020-08-26,20,195418,NEWA-B.ST:15458; G5EN.ST:23809; NOTE.ST:23942; NIBE-B.ST:18024; HUSQ-B.ST:20417; HEXA-B.ST:28334; MEKO.ST:27206; RATO-B.ST:23695; SOBI.ST:14513,
2020-08-27,20,195069,NEWA-B.ST:15044; G5EN.ST:24187; NOTE.ST:23591; NIBE-B.ST:17759; HUSQ-B.ST:20196; HEXA-B.ST:28664; MEKO.ST:27580; RATO-B.ST:23597; SOBI.ST:14431,
2020-08-28,138,193566,NEWA-B.ST:14853; G5EN.ST:24150; NOTE.ST:23623; NIBE-B.ST:17471; HEXA-B.ST:28554; RATO-B.ST:23275; SOBI.ST:14197; SAAB-B.ST:23781; LUND-B.ST:23524,SELL HUSQ-B.ST 254 @ 79.04 fee 69.00; SELL MEKO.ST 319 @ 86.59 fee 69.00; BUY SAAB-B.ST 373 @ 63.76 fee 69.00; BUY LUND-B.ST 61 @ 385.64 fee 69.00
2020-08-31,138,191330,NEWA-B.ST:14885; G5EN.ST:23746; NOTE.ST:22665; NIBE-B.ST:17464; HEXA-B.ST:28728; RATO-B.ST:23135; SOBI.ST:14435; SAAB-B.ST:23020; LUND-B.ST:23114,
2020-09-01,138,191571,NEWA-B.ST:15156; G5EN.ST:24086; NOTE.ST:21676; NIBE-B.ST:17342; HEXA-B.ST:29196; RATO-B.ST:23163; SOBI.ST:14487; SAAB-B.ST:23038; LUND-B.ST:23290,
2020-09-02,138,193182,NEWA-B.ST:15156; G5EN.ST:23607; NOTE.ST:22187; NIBE-B.ST:17255; HEXA-B.ST:29710; RATO-B.ST:23247; SOBI.ST:14521; SAAB-B.ST:23569; LUND-B.ST:23793,
2020-09-03,138,187799,NEWA-B.ST:15028; G5EN.ST:21233; NOTE.ST:21261; NIBE-B.ST:16666; HEXA-B.ST:29013; RATO-B.ST:23065; SOBI.ST:14178; SAAB-B.ST:23401; LUND-B.ST:23816,
2020-09-04,40,185393,NEWA-B.ST:14806; G5EN.ST:20817; RATO-B.ST:22799; SOBI.ST:14055; HM-B.ST:18785; PCELL.ST:18758; HPOL-B.ST:18872; SHB-B.ST:18841; EQT.ST:18816; SKA-B.ST:18805,SELL NOTE.ST 333 @ 63.65 fee 69.00; SELL NIBE-B.ST 299 @ 54.71 fee 69.00; SELL HEXA-B.ST 323 @ 89.71 fee 69.00; SELL SAAB-B.ST 373 @ 63.12 fee 69.00; SELL LUND-B.ST 61 @ 384.68 fee 69.00; BUY HM-B.ST 167 @ 112.48 fee 69.00; BUY PCELL.ST 83 @ 226.00 fee 69.00; BUY HPOL-B.ST 316 @ 59.72 fee 69.00; BUY SHB-B.ST 263 @ 71.64 fee 69.00; BUY EQT.ST 125 @ 150.52 fee 69.00; BUY SKA-B.ST 130 @ 144.66 fee 69.00
2020-09-07,40,190947,NEWA-B.ST:14997; G5EN.ST:21398; RATO-B.ST:23177; SOBI.ST:14632; HM-B.ST:19413; PCELL.ST:19505; HPOL-B.ST:19210; SHB-B.ST:19289; EQT.ST:19791; SKA-B.ST:19495,
2020-09-08,40,188766,NEWA-B.ST:14885; G5EN.ST:20703; RATO-B.ST:22771; SOBI.ST:14565; HM-B.ST:19631; PCELL.ST:19239; HPOL-B.ST:19263; SHB-B.ST:19044; EQT.ST:19289; SKA-B.ST:19335,
2020-09-09,40,191774,NEWA-B.ST:14774; G5EN.ST:21334; RATO-B.ST:22939; SOBI.ST:15601; HM-B.ST:19276; PCELL.ST:19538; HPOL-B.ST:19692; SHB-B.ST:19187; EQT.ST:19673; SKA-B.ST:19720,
2020-09-10,40,192097,NEWA-B.ST:14726; G5EN.ST:21145; RATO-B.ST:22687; SOBI.ST:15802; HM-B.ST:19515; PCELL.ST:19488; HPOL-B.ST:19549; SHB-B.ST:19370; EQT.ST:20081; SKA-B.ST:19693,
