date,cash,portfolio_value,positions,trades
2022-09-14,15,387779,SAAB-B.ST:58503; CLAS-B.ST:32210; G5EN.ST:56287; RATO-B.ST:54506; NOTE.ST:46637; HUSQ-B.ST:46943; ELUX-B.ST:46730; MEKO.ST:45948,
2022-09-15,15,387010,SAAB-B.ST:58949; CLAS-B.ST:32490; G5EN.ST:54828; RATO-B.ST:54318; NOTE.ST:46723; HUSQ-B.ST:46593; ELUX-B.ST:46252; MEKO.ST:46842,
2022-09-16,15,380626,SAAB-B.ST:57765; CLAS-B.ST:32146; G5EN.ST:52841; RATO-B.ST:53842; NOTE.ST:45868; HUSQ-B.ST:45387; ELUX-B.ST:46267; MEKO.ST:46494,
2022-09-19,15,378253,SAAB-B.ST:58555; CLAS-B.ST:31952; G5EN.ST:52810; RATO-B.ST:51702; NOTE.ST:45242; HUSQ-B.ST:45920; ELUX-B.ST:45539; MEKO.ST:46519,
2022-09-20,15,369623,SAAB-B.ST:57885; CLAS-B.ST:30206; G5EN.ST:53276; RATO-B.ST:48985; NOTE.ST:44872; HUSQ-B.ST:44854; ELUX-B.ST:44501; MEKO.ST:45029,
2022-09-21,15,376756,SAAB-B.ST:61130; CLAS-B.ST:30422; G5EN.ST:54083; RATO-B.ST:50224; NOTE.ST:45897; HUSQ-B.ST:44868; ELUX-B.ST:44864; MEKO.ST:45252,
2022-09-22,15,371044,SAAB-B.ST:61009; CLAS-B.ST:30293; G5EN.ST:54455; RATO-B.ST:48322; NOTE.ST:45071; HUSQ-B.ST:43662; ELUX-B.ST:44008; MEKO.ST:44209,
2022-09-23,15,367771,SAAB-B.ST:58640; CLAS-B.ST:29797; G5EN.ST:55449; RATO-B.ST:48121; NOTE.ST:44132; HUSQ-B.ST:43115; ELUX-B.ST:44789; MEKO.ST:43712,
2022-09-26,15,364885,SAAB-B.ST:58228; CLAS-B.ST:29086; G5EN.ST:55728; RATO-B.ST:47145; NOTE.ST:42793; HUSQ-B.ST:43087; ELUX-B.ST:45213; MEKO.ST:43588,
2022-09-27,113,363905,SAAB-B.ST:57971; CLAS-B.ST:28892; RATO-B.ST:46732; NOTE.ST:43648; HUSQ-B.ST:43620; ELUX-B.ST:44773; MEKO.ST:42942; BEIJ-B.ST:55213,SELL G5EN.ST 368 @ 150.68 fee 69.00; BUY BEIJ-B.ST 484 @ 114.08 fee 69.00
2022-09-28,113,370333,SAAB-B.ST:57919; CLAS-B.ST:29086; RATO-B.ST:47545; NOTE.ST:43221; HUSQ-B.ST:44251; ELUX-B.ST:46161; MEKO.ST:44010; BEIJ-B.ST:58026,
2022-09-29,113,365085,SAAB-B.ST:58503; CLAS-B.ST:28332; RATO-B.ST:45868; NOTE.ST:42765; HUSQ-B.ST:42807; ELUX-B.ST:45200; MEKO.ST:43861; BEIJ-B.ST:57637,
2022-09-30,113,376108,SAAB-B.ST:59670; CLAS-B.ST:28720; RATO-B.ST:47683; NOTE.ST:45498; HUSQ-B.ST:43536; ELUX-B.ST:45791; MEKO.ST:45600; BEIJ-B.ST:59497,
2022-10-03,113,382009,SAAB-B.ST:60426; CLAS-B.ST:28849; RATO-B.ST:48509; NOTE.ST:45982; HUSQ-B.ST:44265; ELUX-B.ST:46602; MEKO.ST:47289; BEIJ-B.ST:59973,
2022-10-04,44,394210,SAAB-B.ST:60357; CLAS-B.ST:29948; RATO-B.ST:50613; HUSQ-B.ST:46214; ELUX-B.ST:47887; BULTEN.ST:53111; CEVI.ST:52985; SINT.ST:53052,SELL NOTE.ST 297 @ 158.27 fee 69.00; SELL MEKO.ST 536 @ 90.87 fee 69.00; SELL BEIJ-B.ST 484 @ 131.78 fee 69.00; BUY BULTEN.ST 987 @ 53.81 fee 69.00; BUY CEVI.ST 209 @ 253.52 fee 69.00; BUY SINT.ST 644 @ 82.38 fee 69.00
2022-10-05,44,380610,SAAB-B.ST:60597; CLAS-B.ST:28784; RATO-B.ST:47583; HUSQ-B.ST:43971; ELUX-B.ST:46390; BULTEN.ST:49903; CEVI.ST:51572; SINT.ST:51766,
2022-10-06,44,388414,SAAB-B.ST:60306; CLAS-B.ST:29000; RATO-B.ST:48672; HUSQ-B.ST:43887; ELUX-B.ST:46760; BULTEN.ST:51151; CEVI.ST:52581; SINT.ST:56015,
2022-10-07,44,386601,SAAB-B.ST:60460; CLAS-B.ST:29603; RATO-B.ST:46844; HUSQ-B.ST:42667; ELUX-B.ST:45822; BULTEN.ST:51062; CEVI.ST:54196; SINT.ST:55903,
2022-10-10,44,386606,SAAB-B.ST:61215; CLAS-B.ST:29539; RATO-B.ST:46957; HUSQ-B.ST:43942; ELUX-B.ST:46382; BULTEN.ST:47675; CEVI.ST:55508; SINT.ST:55344,
2022-10-11,101,388722,SAAB-B.ST:61387; CLAS-B.ST:29302; RATO-B.ST:47358; HUSQ-B.ST:43899; CEVI.ST:56315; EMBRAC-B.ST:37511; NOTE.ST:37561; BEIJ-B.ST:37606; INVE-B.ST:37682,SELL ELUX-B.ST 394 @ 119.66 fee 69.00; SELL BULTEN.ST 987 @ 48.94 fee 69.00; SELL SINT.ST 644 @ 86.11 fee 69.00; BUY EMBRAC-B.ST 106 @ 353.88 fee 69.00; BUY NOTE.ST 251 @ 149.65 fee 69.00; BUY BEIJ-B.ST 313 @ 120.15 fee 69.00; BUY INVE-B.ST 247 @ 152.56 fee 69.00
2022-10-12,101,388055,SAAB-B.ST:62812; CLAS-B.ST:29689; RATO-B.ST:46569; HUSQ-B.ST:43711; CEVI.ST:56315; EMBRAC-B.ST:37149; NOTE.ST:36093; BEIJ-B.ST:37999; INVE-B.ST:37617,
2022-10-13,101,398001,SAAB-B.ST:64048; CLAS-B.ST:30056; RATO-B.ST:48046; HUSQ-B.ST:44435; CEVI.ST:60251; EMBRAC-B.ST:37817; NOTE.ST:36069; BEIJ-B.ST:38842; INVE-B.ST:38336,
2022-10-14,101,399832,SAAB-B.ST:63481; CLAS-B.ST:30077; RATO-B.ST:48447; HUSQ-B.ST:44972; CEVI.ST:60554; EMBRAC-B.ST:38351; NOTE.ST:36502; BEIJ-B.ST:39010; INVE-B.ST:38336,
2022-10-17,101,410315,SAAB-B.ST:64443; CLAS-B.ST:30637; RATO-B.ST:48722; HUSQ-B.ST:45595; CEVI.ST:64288; EMBRAC-B.ST:38453; NOTE.ST:38500; BEIJ-B.ST:39937; INVE-B.ST:39639,
2022-10-18,77,412876,CLAS-B.ST:30831; RATO-B.ST:48960; HUSQ-B.ST:47059; NOTE.ST:37008; PCELL.ST:49826; BULTEN.ST:49850; EQT.ST:49831; ELUX-B.ST:49872; MEKO.ST:49562,SELL SAAB-B.ST 699 @ 92.27 fee 69.00; SELL CEVI.ST 209 @ 311.46 fee 69.00; SELL EMBRAC-B.ST 106 @ 364.14 fee 69.00; SELL BEIJ-B.ST 313 @ 130.38 fee 69.00; SELL INVE-B.ST 247 @ 164.41 fee 69.00; BUY PCELL.ST 418 @ 119.20 fee 69.00; BUY BULTEN.ST 939 @ 53.09 fee 69.00; BUY EQT.ST 241 @ 206.77 fee 69.00; BUY ELUX-B.ST 396 @ 125.94 fee 69.00; BUY MEKO.ST 505 @ 98.14 fee 69.00
2022-10-19,77,399991,CLAS-B.ST:30228; RATO-B.ST:48209; HUSQ-B.ST:46219; NOTE.ST:36093; PCELL.ST:48195; BULTEN.ST:48494; EQT.ST:46027; ELUX-B.ST:48573; MEKO.ST:47877,
2022-10-20,77,397967,CLAS-B.ST:30400; RATO-B.ST:49098; HUSQ-B.ST:45972; NOTE.ST:34674; PCELL.ST:49470; BULTEN.ST:47985; EQT.ST:45783; ELUX-B.ST:48035; MEKO.ST:46473,
2022-10-21,77,392207,CLAS-B.ST:29991; RATO-B.ST:47821; HUSQ-B.ST:43725; NOTE.ST:34409; PCELL.ST:48258; BULTEN.ST:49087; EQT.ST:45308; ELUX-B.ST:47948; MEKO.ST:45583,
2022-10-24,77,404150,CLAS-B.ST:30831; RATO-B.ST:49624; HUSQ-B.ST:44232; NOTE.ST:36045; PCELL.ST:49240; BULTEN.ST:48833; EQT.ST:48231; ELUX-B.ST:49207; MEKO.ST:47830,
2022-10-25,261,416293,CLAS-B.ST:31564; RATO-B.ST:51226; HUSQ-B.ST:46306; PCELL.ST:49366; BULTEN.ST:49765; EQT.ST:51966; MEKO.ST:48111; EMBRAC-B.ST:43738; NIBE-B.ST:43991,SELL NOTE.ST 251 @ 150.70 fee 69.00; SELL ELUX-B.ST 396 @ 127.18 fee 69.00; BUY EMBRAC-B.ST 134 @ 326.40 fee 69.00; BUY NIBE-B.ST 508 @ 86.60 fee 69.00
2022-10-26,261,425194,CLAS-B.ST:31607; RATO-B.ST:51677; HUSQ-B.ST:46973; PCELL.ST:51811; BULTEN.ST:52393; EQT.ST:52870; MEKO.ST:47128; EMBRAC-B.ST:44220; NIBE-B.ST:46254,
2022-10-27,261,422862,CLAS-B.ST:31736; RATO-B.ST:51238; HUSQ-B.ST:48567; PCELL.ST:50348; BULTEN.ST:51630; EQT.ST:51525; MEKO.ST:48298; EMBRAC-B.ST:43271; NIBE-B.ST:45986,
2022-10-28,261,422728,CLAS-B.ST:31499; RATO-B.ST:51739; HUSQ-B.ST:48045; PCELL.ST:50829; BULTEN.ST:52648; EQT.ST:50411; MEKO.ST:49562; EMBRAC-B.ST:42572; NIBE-B.ST:45162,
2022-10-31,261,420667,CLAS-B.ST:31779; RATO-B.ST:51789; HUSQ-B.ST:47552; PCELL.ST:50787; BULTEN.ST:52733; EQT.ST:50481; MEKO.ST:48813; EMBRAC-B.ST:42749; NIBE-B.ST:43723,
2022-11-01,51,426354,CLAS-B.ST:32016; HUSQ-B.ST:47349; PCELL.ST:51999; MEKO.ST:49562; EMBRAC-B.ST:44043; NIBE-B.ST:43773; NOTE.ST:52587; CEVI.ST:52535; ELUX-B.ST:52438,SELL RATO-B.ST 1387 @ 37.28 fee 69.00; SELL BULTEN.ST 939 @ 57.51 fee 69.00; SELL EQT.ST 241 @ 216.01 fee 69.00; BUY NOTE.ST 345 @ 152.43 fee 69.00; BUY CEVI.ST 266 @ 197.50 fee 69.00; BUY ELUX-B.ST 396 @ 132.42 fee 69.00
2022-11-02,51,430229,CLAS-B.ST:31973; HUSQ-B.ST:48306; PCELL.ST:51121; MEKO.ST:50451; EMBRAC-B.ST:44252; NIBE-B.ST:44110; NOTE.ST:53711; CEVI.ST:53434; ELUX-B.ST:52818,
2022-11-03,51,421983,CLAS-B.ST:31499; HUSQ-B.ST:47799; PCELL.ST:51268; MEKO.ST:51012; EMBRAC-B.ST:41213; NIBE-B.ST:42889; NOTE.ST:53447; CEVI.ST:50866; ELUX-B.ST:51939,
2022-11-04,51,429102,CLAS-B.ST:31736; HUSQ-B.ST:48843; PCELL.ST:51456; MEKO.ST:52604; EMBRAC-B.ST:42379; NIBE-B.ST:43673; NOTE.ST:53711; CEVI.ST:51379; ELUX-B.ST:53270,
2022-11-07,51,434420,CLAS-B.ST:31844; HUSQ-B.ST:50191; PCELL.ST:52438; MEKO.ST:52416; EMBRAC-B.ST:42596; NIBE-B.ST:43713; NOTE.ST:54704; CEVI.ST:52278; ELUX-B.ST:54189,
2022-11-08,23,443418,CLAS-B.ST:31672; PCELL.ST:53567; EMBRAC-B.ST:43295; NIBE-B.ST:45539; NOTE.ST:54671; CEVI.ST:53563; HM-B.ST:40343; BULTEN.ST:40317; RATO-B.ST:40311; SINT.ST:40117,SELL HUSQ-B.ST 792 @ 66.28 fee 69.00; SELL MEKO.ST 505 @ 104.44 fee 69.00; SELL ELUX-B.ST 396 @ 142.18 fee 69.00; BUY HM-B.ST 390 @ 103.44 fee 69.00; BUY BULTEN.ST 687 @ 58.69 fee 69.00; BUY RATO-B.ST 1044 @ 38.61 fee 69.00; BUY SINT.ST 444 @ 90.35 fee 69.00
2022-11-09,23,439770,CLAS-B.ST:31801; PCELL.ST:49596; EMBRAC-B.ST:42323; NIBE-B.ST:45549; NOTE.ST:54241; CEVI.ST:53948; HM-B.ST:40289; BULTEN.ST:40441; RATO-B.ST:40970; SINT.ST:40589,
2022-11-10,23,461196,CLAS-B.ST:32318; PCELL.ST:51602; EMBRAC-B.ST:46913; NIBE-B.ST:48289; NOTE.ST:56490; CEVI.ST:55233; HM-B.ST:42219; BULTEN.ST:42054; RATO-B.ST:42713; SINT.ST:43342,
2022-11-11,23,470127,CLAS-B.ST:32857; PCELL.ST:52166; EMBRAC-B.ST:48602; NIBE-B.ST:48994; NOTE.ST:56457; CEVI.ST:57288; HM-B.ST:43375; BULTEN.ST:41434; RATO-B.ST:43703; SINT.ST:45230,
2022-11-14,23,465336,CLAS-B.ST:33244; PCELL.ST:50745; EMBRAC-B.ST:48312; NIBE-B.ST:48487; NOTE.ST:55663; CEVI.ST:56774; HM-B.ST:43550; BULTEN.ST:40690; RATO-B.ST:43797; SINT.ST:44050,
2022-11-15,162,461053,CLAS-B.ST:33094; PCELL.ST:51351; NIBE-B.ST:47673; NOTE.ST:56060; CEVI.ST:55875; BULTEN.ST:39821; SINT.ST:42319; HOLM-B.ST:44746; ELAN-B.ST:44978; NEWA-B.ST:44973,SELL EMBRAC-B.ST 134 @ 357.48 fee 69.00; SELL HM-B.ST 390 @ 112.15 fee 69.00; SELL RATO-B.ST 1044 @ 41.77 fee 69.00; BUY HOLM-B.ST 116 @ 385.74 fee 69.00; BUY ELAN-B.ST 353 @ 127.42 fee 69.00; BUY NEWA-B.ST 531 @ 84.70 fee 69.00
2022-11-16,162,452871,CLAS-B.ST:32684; PCELL.ST:48760; NIBE-B.ST:47455; NOTE.ST:53612; CEVI.ST:55104; BULTEN.ST:38519; SINT.ST:42713; HOLM-B.ST:46107; ELAN-B.ST:43931; NEWA-B.ST:43824,
2022-11-17,162,450301,CLAS-B.ST:32404; PCELL.ST:48216; NIBE-B.ST:48140; NOTE.ST:51595; CEVI.ST:53948; BULTEN.ST:38953; SINT.ST:42870; HOLM-B.ST:46118; ELAN-B.ST:43376; NEWA-B.ST:44518,
2022-11-18,162,461302,CLAS-B.ST:33158; PCELL.ST:50139; NIBE-B.ST:49063; NOTE.ST:52653; CEVI.ST:54847; BULTEN.ST:39635; SINT.ST:46331; HOLM-B.ST:45650; ELAN-B.ST:43253; NEWA-B.ST:46410,
2022-11-21,162,459626,CLAS-B.ST:33180; PCELL.ST:48739; NIBE-B.ST:48646; NOTE.ST:53149; CEVI.ST:52792; BULTEN.ST:39015; SINT.ST:45781; HOLM-B.ST:45933; ELAN-B.ST:43808; NEWA-B.ST:48422,
2022-11-22,97,465472,CLAS-B.ST:33697; PCELL.ST:49324; NIBE-B.ST:50249; NOTE.ST:52091; CEVI.ST:54462; ELAN-B.ST:42822; NEWA-B.ST:48374; EMBRAC-B.ST:44732; HPOL-B.ST:44853; BEIJ-B.ST:44771,SELL BULTEN.ST 687 @ 58.60 fee 69.00; SELL SINT.ST 444 @ 108.07 fee 69.00; SELL HOLM-B.ST 116 @ 400.57 fee 69.00; BUY EMBRAC-B.ST 181 @ 247.14 fee 69.00; BUY HPOL-B.ST 444 @ 101.02 fee 69.00; BUY BEIJ-B.ST 280 @ 159.90 fee 69.00
2022-11-23,97,476334,CLAS-B.ST:34128; PCELL.ST:50954; NIBE-B.ST:52061; NOTE.ST:52852; CEVI.ST:56517; ELAN-B.ST:43438; NEWA-B.ST:48949; EMBRAC-B.ST:45894; HPOL-B.ST:45845; BEIJ-B.ST:45600,
2022-11-24,97,482366,CLAS-B.ST:34235; PCELL.ST:52417; NIBE-B.ST:51366; NOTE.ST:53050; CEVI.ST:57159; ELAN-B.ST:43869; NEWA-B.ST:49859; EMBRAC-B.ST:48832; HPOL-B.ST:45806; BEIJ-B.ST:45675,
2022-11-25,97,486772,CLAS-B.ST:34408; PCELL.ST:51226; NIBE-B.ST:51540; NOTE.ST:54637; CEVI.ST:57673; ELAN-B.ST:43007; NEWA-B.ST:51152; EMBRAC-B.ST:51237; HPOL-B.ST:45567; BEIJ-B.ST:46228,
2022-11-28,97,484190,CLAS-B.ST:34429; PCELL.ST:51142; NIBE-B.ST:49778; NOTE.ST:54241; CEVI.ST:57930; ELAN-B.ST:43376; NEWA-B.ST:50817; EMBRAC-B.ST:50781; HPOL-B.ST:45647; BEIJ-B.ST:45952,
2022-11-29,48,476409,CLAS-B.ST:33072; PCELL.ST:49721; NIBE-B.ST:48567; CEVI.ST:57545; NEWA-B.ST:50194; EMBRAC-B.ST:48789; HPOL-B.ST:45250; BEIJ-B.ST:45927; SHB-B.ST:48680; SAAB-B.ST:48618,SELL NOTE.ST 345 @ 154.63 fee 69.00; SELL ELAN-B.ST 353 @ 125.15 fee 69.00; BUY SHB-B.ST 445 @ 109.39 fee 69.00; BUY SAAB-B.ST 513 @ 94.77 fee 69.00
2022-11-30,48,476923,CLAS-B.ST:33244; PCELL.ST:51811; NIBE-B.ST:48626; CEVI.ST:56517; NEWA-B.ST:50385; EMBRAC-B.ST:48224; HPOL-B.ST:44813; BEIJ-B.ST:45223; SHB-B.ST:49148; SAAB-B.ST:48882,
2022-12-01,48,490105,CLAS-B.ST:33395; PCELL.ST:54047; NIBE-B.ST:51540; CEVI.ST:57930; NEWA-B.ST:51343; EMBRAC-B.ST:51840; HPOL-B.ST:45528; BEIJ-B.ST:45776; SHB-B.ST:49460; SAAB-B.ST:49197,
2022-12-02,48,491110,CLAS-B.ST:33094; PCELL.ST:54758; NIBE-B.ST:52135; CEVI.ST:58958; NEWA-B.ST:50146; EMBRAC-B.ST:52780; HPOL-B.ST:46004; BEIJ-B.ST:44771; SHB-B.ST:48602; SAAB-B.ST:49815,
2022-12-05,48,492478,CLAS-B.ST:33137; PCELL.ST:54925; NIBE-B.ST:53103; CEVI.ST:57416; NEWA-B.ST:50864; EMBRAC-B.ST:52970; HPOL-B.ST:46083; BEIJ-B.ST:45072; SHB-B.ST:49070; SAAB-B.ST:49789,
2022-12-06,551,484100,NIBE-B.ST:52110; CEVI.ST:53948; NEWA-B.ST:50290; HPOL-B.ST:45647; BEIJ-B.ST:43992; SHB-B.ST:48446; SAAB-B.ST:50130; AZN.ST:69196; EQT.ST:69791,SELL CLAS-B.ST 471 @ 68.66 fee 69.00; SELL PCELL.ST 418 @ 129.60 fee 69.00; SELL EMBRAC-B.ST 181 @ 294.60 fee 69.00; BUY AZN.ST 49 @ 1412.17 fee 69.00; BUY EQT.ST 312 @ 223.69 fee 69.00
2022-12-07,551,483318,NIBE-B.ST:51738; CEVI.ST:55490; NEWA-B.ST:49523; HPOL-B.ST:45210; BEIJ-B.ST:43816; SHB-B.ST:47353; SAAB-B.ST:50356; AZN.ST:69489; EQT.ST:69791,
2022-12-08,551,484781,NIBE-B.ST:50621; CEVI.ST:55104; NEWA-B.ST:49236; HPOL-B.ST:45329; BEIJ-B.ST:43992; SHB-B.ST:47899; SAAB-B.ST:50734; AZN.ST:69830; EQT.ST:71483,
2022-12-09,551,495992,NIBE-B.ST:51961; CEVI.ST:60499; NEWA-B.ST:50146; HPOL-B.ST:45964; BEIJ-B.ST:44595; SHB-B.ST:48290; SAAB-B.ST:50155; AZN.ST:70293; EQT.ST:73538,
2022-12-12,551,497847,NIBE-B.ST:51887; CEVI.ST:63710; NEWA-B.ST:50529; HPOL-B.ST:46123; BEIJ-B.ST:44520; SHB-B.ST:48290; SAAB-B.ST:50306; AZN.ST:70025; EQT.ST:71906,
2022-12-13,186,503449,NIBE-B.ST:52880; NEWA-B.ST:51104; HPOL-B.ST:46917; BEIJ-B.ST:45047; SHB-B.ST:48524; SAAB-B.ST:49739; MEKO.ST:104641; INVE-B.ST:104412,SELL CEVI.ST 266 @ 244.34 fee 69.00; SELL AZN.ST 49 @ 1424.11 fee 69.00; SELL EQT.ST 312 @ 238.02 fee 69.00; BUY MEKO.ST 987 @ 106.02 fee 72.20; BUY INVE-B.ST 557 @ 187.45 fee 72.04
2022-12-14,186,508616,NIBE-B.ST:53004; NEWA-B.ST:51870; HPOL-B.ST:46877; BEIJ-B.ST:45399; SHB-B.ST:49070; SAAB-B.ST:50394; MEKO.ST:106927; INVE-B.ST:104888,
2022-12-15,186,491465,NIBE-B.ST:50547; NEWA-B.ST:50098; HPOL-B.ST:45051; BEIJ-B.ST:39947; SHB-B.ST:48524; SAAB-B.ST:51100; MEKO.ST:103909; INVE-B.ST:102103,
2022-12-16,186,489303,NIBE-B.ST:49182; NEWA-B.ST:50338; HPOL-B.ST:44813; BEIJ-B.ST:39193; SHB-B.ST:48758; SAAB-B.ST:51263; MEKO.ST:105372; INVE-B.ST:100197,
2022-12-19,186,489461,NIBE-B.ST:48835; NEWA-B.ST:50864; HPOL-B.ST:44932; BEIJ-B.ST:37761; SHB-B.ST:48758; SAAB-B.ST:51251; MEKO.ST:106836; INVE-B.ST:100038,
2022-12-20,108,482273,NIBE-B.ST:47693; NEWA-B.ST:49188; HPOL-B.ST:44813; SAAB-B.ST:51377; MEKO.ST:103726; INVE-B.ST:99508; PCELL.ST:42979; CEVI.ST:42880,SELL BEIJ-B.ST 280 @ 131.54 fee 69.00; SELL SHB-B.ST 445 @ 110.62 fee 69.00; BUY PCELL.ST 365 @ 117.75 fee 69.00; BUY CEVI.ST 185 @ 231.79 fee 69.00
2022-12-21,108,489905,NIBE-B.ST:48656; NEWA-B.ST:49619; HPOL-B.ST:45686; SAAB-B.ST:51604; MEKO.ST:105921; INVE-B.ST:101034; PCELL.ST:44129; CEVI.ST:43148,
2022-12-22,108,479075,NIBE-B.ST:47862; NEWA-B.ST:49571; HPOL-B.ST:44218; SAAB-B.ST:51956; MEKO.ST:101439; INVE-B.ST:99720; PCELL.ST:42212; CEVI.ST:41987,
2022-12-23,108,480033,NIBE-B.ST:48904; NEWA-B.ST:49475; HPOL-B.ST:44456; SAAB-B.ST:51200; MEKO.ST:101622; INVE-B.ST:100313; PCELL.ST:42413; CEVI.ST:41540,
2022-12-27,108,483725,NIBE-B.ST:50026; NEWA-B.ST:50529; HPOL-B.ST:45012; SAAB-B.ST:52045; MEKO.ST:100525; INVE-B.ST:101108; PCELL.ST:42833; CEVI.ST:41540,
2022-12-28,108,483228,NIBE-B.ST:50373; NEWA-B.ST:49571; HPOL-B.ST:44654; SAAB-B.ST:52095; MEKO.ST:102628; INVE-B.ST:100493; PCELL.ST:42121; CEVI.ST:41183,
2022-12-29,108,493202,NIBE-B.ST:52011; NEWA-B.ST:50290; HPOL-B.ST:44932; SAAB-B.ST:52057; MEKO.ST:106104; INVE-B.ST:101616; PCELL.ST:43471; CEVI.ST:42612,
2022-12-30,108,480776,NIBE-B.ST:48190; NEWA-B.ST:49428; HPOL-B.ST:44099; SAAB-B.ST:51742; MEKO.ST:102994; INVE-B.ST:99847; PCELL.ST:43453; CEVI.ST:40915,
2023-01-02,108,489997,NIBE-B.ST:48021; NEWA-B.ST:51391; HPOL-B.ST:44734; SAAB-B.ST:52448; MEKO.ST:105647; INVE-B.ST:100875; PCELL.ST:43982; CEVI.ST:42791,
2023-01-03,108,487636,NIBE-B.ST:47862; NEWA-B.ST:51679; HPOL-B.ST:45012; SAAB-B.ST:52460; MEKO.ST:101988; INVE-B.ST:101891; PCELL.ST:44201; CEVI.ST:42434,
2023-01-04,38,488202,NIBE-B.ST:47743; NEWA-B.ST:51918; HPOL-B.ST:45488; SAAB-B.ST:50911; MEKO.ST:102720; INVE-B.ST:103183; BEIJ-B.ST:43058; SAVE.ST:43143,SELL PCELL.ST 365 @ 119.25 fee 69.00; SELL CEVI.ST 185 @ 231.79 fee 69.00; BUY BEIJ-B.ST 311 @ 138.45 fee 69.00; BUY SAVE.ST 329 @ 131.13 fee 69.00
2023-01-05,38,491580,NIBE-B.ST:47624; NEWA-B.ST:51631; HPOL-B.ST:46560; SAAB-B.ST:52070; MEKO.ST:103452; INVE-B.ST:102770; BEIJ-B.ST:43756; SAVE.ST:43681,
2023-01-09,38,506569,NIBE-B.ST:50745; NEWA-B.ST:53834; HPOL-B.ST:47631; SAAB-B.ST:52863; MEKO.ST:105372; INVE-B.ST:105323; BEIJ-B.ST:45737; SAVE.ST:45025,
2023-01-10,38,507123,NIBE-B.ST:51688; NEWA-B.ST:53930; HPOL-B.ST:46798; SAAB-B.ST:52800; MEKO.ST:106379; INVE-B.ST:104539; BEIJ-B.ST:45598; SAVE.ST:45354,
2023-01-11,38,510533,NIBE-B.ST:52011; NEWA-B.ST:54792; HPOL-B.ST:46758; SAAB-B.ST:51742; MEKO.ST:105189; INVE-B.ST:108209; BEIJ-B.ST:45932; SAVE.ST:45862,
2023-01-12,118,513952,NIBE-B.ST:51465; NEWA-B.ST:54361; HPOL-B.ST:45766; SAAB-B.ST:51969; INVE-B.ST:109559; HEXA-B.ST:67002; HUSQ-B.ST:66958; CEVI.ST:66754,SELL MEKO.ST 987 @ 108.34 fee 73.78; SELL BEIJ-B.ST 311 @ 150.56 fee 69.00; SELL SAVE.ST 329 @ 144.26 fee 69.00; BUY HEXA-B.ST 562 @ 119.22 fee 69.00; BUY HUSQ-B.ST 895 @ 74.81 fee 69.00; BUY CEVI.ST 320 @ 208.61 fee 69.00
2023-01-13,118,517333,NIBE-B.ST:52334; NEWA-B.ST:55510; HPOL-B.ST:45726; SAAB-B.ST:51692; INVE-B.ST:109162; HEXA-B.ST:67450; HUSQ-B.ST:67351; CEVI.ST:67991,
2023-01-16,118,522468,NIBE-B.ST:53028; NEWA-B.ST:56324; HPOL-B.ST:44853; SAAB-B.ST:52460; INVE-B.ST:109771; HEXA-B.ST:67814; HUSQ-B.ST:68563; CEVI.ST:69536,
2023-01-17,118,518578,NIBE-B.ST:53078; NEWA-B.ST:56229; HPOL-B.ST:44258; SAAB-B.ST:53456; INVE-B.ST:108871; HEXA-B.ST:67198; HUSQ-B.ST:67072; CEVI.ST:68300,
2023-01-18,118,517233,NIBE-B.ST:52706; NEWA-B.ST:55367; HPOL-B.ST:44575; SAAB-B.ST:53569; INVE-B.ST:108341; HEXA-B.ST:66806; HUSQ-B.ST:66679; CEVI.ST:69072,
2023-01-19,48,505670,NIBE-B.ST:50894; NEWA-B.ST:53882; SAAB-B.ST:53959; INVE-B.ST:106408; HEXA-B.ST:65070; HUSQ-B.ST:63878; CEVI.ST:67064; MEKO.ST:44467,SELL HPOL-B.ST 444 @ 100.30 fee 69.00; BUY MEKO.ST 425 @ 104.63 fee 69.00
2023-01-20,48,513842,NIBE-B.ST:52656; NEWA-B.ST:54121; SAAB-B.ST:54174; INVE-B.ST:107150; HEXA-B.ST:66162; HUSQ-B.ST:64713; CEVI.ST:70154; MEKO.ST:44664,
2023-01-23,48,524109,NIBE-B.ST:55609; NEWA-B.ST:55558; SAAB-B.ST:53594; INVE-B.ST:109109; HEXA-B.ST:67590; HUSQ-B.ST:65958; CEVI.ST:71545; MEKO.ST:45097,
2023-01-24,48,527904,NIBE-B.ST:56329; NEWA-B.ST:56037; SAAB-B.ST:53657; INVE-B.ST:108156; HEXA-B.ST:65462; HUSQ-B.ST:65926; CEVI.ST:76799; MEKO.ST:45491,
2023-01-25,48,521158,NIBE-B.ST:55907; NEWA-B.ST:55462; SAAB-B.ST:53670; INVE-B.ST:107361; HEXA-B.ST:63838; HUSQ-B.ST:64975; CEVI.ST:74326; MEKO.ST:45570,
2023-01-26,140,526945,NEWA-B.ST:55510; SAAB-B.ST:54224; INVE-B.ST:108103; HEXA-B.ST:65602; HUSQ-B.ST:65385; HM-B.ST:59394; HPOL-B.ST:59361; BEIJ-B.ST:59225,SELL NIBE-B.ST 508 @ 107.95 fee 69.00; SELL CEVI.ST 320 @ 243.38 fee 69.00; SELL MEKO.ST 425 @ 107.69 fee 69.00; BUY HM-B.ST 504 @ 117.85 fee 69.00; BUY HPOL-B.ST 584 @ 101.65 fee 69.00; BUY BEIJ-B.ST 401 @ 147.69 fee 69.00
